time	Satellite	SVclockBias	SVclockDrift	SVclockDriftRate	IODE	Crs	DeltaN	M0	Cuc	Eccentricity	Cus	sqrtA	Toe	Cic	Omega0	Cis	Io	Crc	omega	OmegaDot	IDOT	CodesL2	GPSWeek	L2Pflag	SVacc	health	TGD	IODC	TransTime	FitIntvl
2021-03-19 21:00:00	QZSS02	3.68244946003e-06	6.821210263296999e-13	0.0	113.0	315.9375	2.529391073577e-09	1.60795620151	1.070648431778e-05	0.07464391947724	8.357688784599e-06	6493.588214874	507600.0	1.378357410431e-07	1.724345517706	-5.569308996201e-07	0.7417638711569	-131.28125	-1.566703965612	-2.56796410887e-09	-2.035799084918e-11	2.0	2149.0	0.0	2.8	0.0	9.313225746155e-10	881.0	504006.0	0.0
2021-03-19 22:00:00	QZSS02	3.685243427753e-06	6.821210263296999e-13	0.0	117.0	317.28125	2.226521314978e-09	1.870466434858	1.088343560696e-05	0.07464413915295	8.642673492432e-06	6493.586454391	511200.0	3.930181264877e-07	1.724338921409	1.359730958939e-07	0.741766887694	-139.75	-1.566714653691	-2.141874931974e-09	-1.203621564241e-10	2.0	2149.0	0.0	2.8	0.0	9.313225746155e-10	885.0	507606.0	0.0
2021-03-19 23:00:00	QZSS02	3.688503056765e-06	6.821210263296999e-13	0.0	121.0	385.40625	1.550778881879e-09	2.132906276976	1.267530024052e-05	0.0746412195731	8.493661880493e-06	6493.598140717	514800.0	-7.58096575737e-07	1.724338274799	1.47707760334e-06	0.741771191599	-128.09375	-1.566659705025	-1.446488823494e-09	-5.257361847366e-10	2.0	2149.0	0.0	2.8	0.0	9.313225746155e-10	889.0	511206.0	0.0
2021-03-20 00:00:00	QZSS02	3.692228347063e-06	6.821210263296999e-13	0.0	125.0	511.71875	1.065401521107e-09	2.395306579345	1.584738492966e-05	0.07463349937461	9.059906005859e-06	6493.621181488	518400.0	-2.90758907795e-06	1.724338369889	8.884817361832e-07	0.7417719874264	-151.90625	-1.566567836696	-1.162905582542e-09	-1.03754321784e-09	2.0	2149.0	0.0	2.8	0.0	9.313225746155e-10	893.0	514806.0	0.0
2021-03-19 00:00:00	QZSS03	-1.936219632626e-06	-5.684341886080999e-13	0.0	29.0	-304.84375	1.656854728936e-09	0.6667378731544	-1.076608896255e-05	0.07446732628159	4.950910806656e-06	6493.211906433	432000.0	-1.898035407066e-06	-2.858360514806	-1.896172761917e-06	0.7128550679949	32.6875	-1.572460192764	-1.687570294077e-09	6.678849629467e-10	2.0	2149.0	0.0	2.8	0.0	0.0	797.0	431976.0	0.0
2021-03-19 01:00:00	QZSS03	-1.937616616488e-06	-5.684341886080999e-13	0.0	33.0	-403.09375	5.310935507496e-10	0.9291469237732	-1.355074346066e-05	0.07447492505889	3.3900141716e-06	6493.245529175	435600.0	2.346932888031e-07	-2.858374313049	-4.129484295845e-06	0.7128633407967	81.5	-1.572321244805	-4.514473760239e-10	7.728893368003e-10	2.0	2149.0	0.0	2.8	0.0	0.0	801.0	432006.0	0.0
2021-03-19 02:00:00	QZSS03	-1.939479261637e-06	-5.684341886080999e-13	0.0	37.0	-479.71875	1.939366496685e-10	1.191514651345	-1.580454409122e-05	0.07447958400007	4.898756742477e-07	6493.27945137	439200.0	2.823770046234e-06	-2.8583760232	-2.395361661911e-06	0.7128648549169	189.03125	-1.572153881125	-3.86087510666e-10	2.710827202548e-10	2.0	2149.0	0.0	2.8	0.0	0.0	805.0	435606.0	0.0
2021-03-19 03:00:00	QZSS03	-1.940876245499e-06	-5.684341886080999e-13	0.0	41.0	-497.15625	6.596703350602e-10	1.453928586647	-1.669675111771e-05	0.07448017050046	-1.898035407066e-06	6493.300876617	442800.0	2.076849341393e-06	-2.858377786017	1.862645149231e-08	0.7128584502615	279.84375	-1.57203643221	-1.27933900389e-09	-1.432202514126e-10	2.0	2149.0	0.0	2.8	0.0	0.0	809.0	439206.0	0.0
2021-03-19 04:00:00	QZSS03	-1.943204551935e-06	-5.684341886080999e-13	0.0	45.0	-519.46875	1.74828710889e-09	1.716468147114	-1.773051917553e-05	0.07448011578526	-2.078711986542e-06	6493.299699783	446400.0	6.146728992462e-08	-2.858387997185	-5.774199962616e-07	0.7128476363711	278.8125	-1.572040456698	-2.672968482723e-09	-1.214336296267e-10	2.0	2149.0	0.0	2.8	0.0	0.0	813.0	442806.0	0.0
2021-03-19 05:00:00	QZSS03	-1.945532858372e-06	-5.684341886080999e-13	0.0	49.0	-624.875	2.471531520637e-09	1.979129856851	-2.034939825535e-05	0.07448451849632	-6.61239027977e-07	6493.275997162	450000.0	5.550682544708e-07	-2.858401994385	-1.806765794754e-06	0.7128432563943	217.34375	-1.572163760211	-3.239063491424e-09	1.367914121971e-10	2.0	2149.0	0.0	2.8	0.0	0.0	817.0	446406.0	0.0
